일자,요일,영업매장,총매출,총할인,실매출,가액,부가세,영수건수,영수단가,고객수,객단가,남,여,봉사료,에누리,결제합계,단순현금,현금영수,신용카드,외상,상품권,식권,회원포인트,제휴카드,사원카드,모바일쿠폰,캐시비,일반,점유율(%),포장,점유율(%),배달,점유율(%),일반,서비스,제휴,쿠폰,회원,식권,포장,사후환급액,즉시환급액,환급수수료
2017-10-24,화,1개,"2,114,400 ",0 ,"2,114,400 ","1,922,638 ","191,762 ",309 ,"6,843 ",309 ,"6,843 ",309 ,0 ,0 ,0 ,"2,114,400 ","440,300 ","9,700 ","1,664,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,686,600 ",79.77 ,"427,800 ",20.23 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-25,수,1개,"2,193,200 ","45,700 ","2,147,500 ","1,952,736 ","194,764 ",327 ,"6,567 ",327 ,"6,567 ",327 ,0 ,0 ,0 ,"2,147,500 ","369,100 ","39,200 ","1,739,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,654,800 ",77.06 ,"492,700 ",22.94 ,0 ,0.00 ,0 ,"45,700 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-26,목,1개,"2,132,800 ","15,400 ","2,117,400 ","1,925,332 ","192,068 ",317 ,"6,679 ",317 ,"6,679 ",317 ,0 ,0 ,0 ,"2,117,400 ","443,400 ",0 ,"1,674,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,649,500 ",77.90 ,"467,900 ",22.10 ,0 ,0.00 ,0 ,"15,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-27,금,1개,"2,246,300 ","15,400 ","2,230,900 ","2,028,583 ","202,317 ",323 ,"6,907 ",323 ,"6,907 ",323 ,0 ,0 ,0 ,"2,230,900 ","568,000 ","19,000 ","1,643,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,888,000 ",84.63 ,"342,900 ",15.37 ,0 ,0.00 ,0 ,"15,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-28,토,1개,"2,755,600 ","48,900 ","2,706,700 ","2,461,215 ","245,485 ",367 ,"7,375 ",367 ,"7,375 ",367 ,0 ,0 ,0 ,"2,706,700 ","742,800 ","24,300 ","1,939,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,077,200 ",76.74 ,"629,500 ",23.26 ,0 ,0.00 ,0 ,"48,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-29,일,1개,"2,757,700 ","79,600 ","2,678,100 ","2,435,190 ","242,910 ",354 ,"7,565 ",354 ,"7,565 ",354 ,0 ,0 ,0 ,"2,678,100 ","769,200 ","8,500 ","1,900,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,263,900 ",84.53 ,"414,200 ",15.47 ,0 ,0.00 ,0 ,"79,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-30,월,1개,"1,873,000 ","31,400 ","1,841,600 ","1,674,561 ","167,039 ",284 ,"6,485 ",284 ,"6,485 ",284 ,0 ,0 ,0 ,"1,841,600 ","422,300 ","5,600 ","1,413,700 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,357,800 ",73.73 ,"483,800 ",26.27 ,0 ,0.00 ,0 ,"31,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-10-31,화,1개,"2,339,300 ","30,400 ","2,308,900 ","2,099,495 ","209,405 ",328 ,"7,039 ",328 ,"7,039 ",328 ,0 ,0 ,0 ,"2,308,900 ","569,600 ","50,100 ","1,689,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,799,900 ",77.95 ,"509,000 ",22.05 ,0 ,0.00 ,0 ,"30,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-01,수,1개,"2,206,800 ","30,700 ","2,176,100 ","1,978,763 ","197,337 ",333 ,"6,535 ",333 ,"6,535 ",333 ,0 ,0 ,0 ,"2,176,100 ","489,600 ","29,800 ","1,656,700 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,700,800 ",78.16 ,"475,300 ",21.84 ,0 ,0.00 ,0 ,"30,700 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-02,목,1개,"2,146,800 ",0 ,"2,146,800 ","1,952,086 ","194,714 ",304 ,"7,062 ",304 ,"7,062 ",304 ,0 ,0 ,0 ,"2,146,800 ","552,100 ","63,400 ","1,531,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,680,500 ",78.28 ,"466,300 ",21.72 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-03,금,1개,"2,193,800 ",0 ,"2,193,800 ","1,994,776 ","199,024 ",306 ,"7,169 ",306 ,"7,169 ",306 ,0 ,0 ,0 ,"2,193,800 ","462,500 ","25,900 ","1,705,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,808,600 ",82.44 ,"385,200 ",17.56 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-04,토,1개,"2,573,100 ","15,200 ","2,557,900 ","2,325,880 ","232,020 ",345 ,"7,414 ",345 ,"7,414 ",345 ,0 ,0 ,0 ,"2,557,900 ","667,900 ","28,600 ","1,861,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,003,700 ",78.33 ,"554,200 ",21.67 ,0 ,0.00 ,0 ,"15,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-05,일,1개,"2,945,000 ","76,900 ","2,868,100 ","2,607,941 ","260,159 ",375 ,"7,648 ",375 ,"7,648 ",375 ,0 ,0 ,0 ,"2,868,100 ","634,400 ","35,300 ","2,198,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,247,400 ",78.36 ,"620,700 ",21.64 ,0 ,0.00 ,0 ,"76,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-06,월,1개,"2,215,000 ","15,000 ","2,200,000 ","2,000,476 ","199,524 ",331 ,"6,647 ",331 ,"6,647 ",331 ,0 ,0 ,0 ,"2,200,000 ","561,100 ","23,900 ","1,615,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,849,500 ",84.07 ,"350,500 ",15.93 ,0 ,0.00 ,0 ,"15,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-07,화,1개,"2,224,300 ","61,500 ","2,162,800 ","1,966,624 ","196,176 ",326 ,"6,634 ",326 ,"6,634 ",326 ,0 ,0 ,0 ,"2,162,800 ","470,100 ","12,600 ","1,680,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,759,900 ",81.37 ,"402,900 ",18.63 ,0 ,0.00 ,0 ,"61,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-08,수,1개,"2,167,500 ","15,200 ","2,152,300 ","1,957,092 ","195,208 ",324 ,"6,643 ",324 ,"6,643 ",324 ,0 ,0 ,0 ,"2,152,300 ","481,800 ","14,300 ","1,656,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,577,000 ",73.27 ,"575,300 ",26.73 ,0 ,0.00 ,0 ,"15,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-09,목,1개,"1,961,900 ","30,300 ","1,931,600 ","1,756,383 ","175,217 ",294 ,"6,570 ",294 ,"6,570 ",294 ,0 ,0 ,0 ,"1,931,600 ","363,000 ","50,700 ","1,517,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,461,800 ",75.68 ,"469,800 ",24.32 ,0 ,0.00 ,0 ,"30,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-10,금,1개,"2,377,400 ","30,100 ","2,347,300 ","2,134,405 ","212,895 ",319 ,"7,358 ",319 ,"7,358 ",319 ,0 ,0 ,0 ,"2,347,300 ","448,300 ","13,800 ","1,885,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,909,200 ",81.34 ,"438,100 ",18.66 ,0 ,0.00 ,0 ,"30,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-11,토,1개,"2,653,600 ","30,000 ","2,623,600 ","2,385,602 ","237,998 ",354 ,"7,411 ",354 ,"7,411 ",354 ,0 ,0 ,0 ,"2,623,600 ","574,600 ",0 ,"2,049,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,143,600 ",81.70 ,"480,000 ",18.30 ,0 ,0.00 ,"30,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-12,일,1개,"2,705,300 ","17,300 ","2,688,000 ","2,444,184 ","243,816 ",336 ,"8,000 ",336 ,"8,000 ",336 ,0 ,0 ,0 ,"2,688,000 ","605,900 ",0 ,"2,082,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,163,700 ",80.49 ,"524,300 ",19.51 ,0 ,0.00 ,0 ,"17,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-13,월,1개,"1,828,100 ","15,400 ","1,812,700 ","1,648,318 ","164,382 ",266 ,"6,815 ",266 ,"6,815 ",266 ,0 ,0 ,0 ,"1,812,700 ","446,100 ","9,800 ","1,356,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,455,600 ",80.30 ,"357,100 ",19.70 ,0 ,0.00 ,0 ,"15,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-14,화,1개,"2,443,400 ","83,900 ","2,359,500 ","2,145,506 ","213,994 ",357 ,"6,609 ",357 ,"6,609 ",357 ,0 ,0 ,0 ,"2,359,500 ","589,000 ","10,200 ","1,760,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,861,400 ",78.89 ,"498,100 ",21.11 ,0 ,0.00 ,0 ,"83,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-15,수,1개,"2,205,300 ","85,200 ","2,120,100 ","1,927,823 ","192,277 ",308 ,"6,883 ",308 ,"6,883 ",308 ,0 ,0 ,0 ,"2,120,100 ","471,900 ","12,000 ","1,636,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,642,700 ",77.48 ,"477,400 ",22.52 ,0 ,0.00 ,0 ,"85,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-16,목,1개,"2,128,700 ","30,600 ","2,098,100 ","1,907,791 ","190,309 ",300 ,"6,994 ",300 ,"6,994 ",300 ,0 ,0 ,0 ,"2,098,100 ","413,600 ",0 ,"1,684,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,557,300 ",74.22 ,"540,800 ",25.78 ,0 ,0.00 ,0 ,"30,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-17,금,1개,"2,153,300 ",0 ,"2,153,300 ","1,957,988 ","195,312 ",307 ,"7,014 ",307 ,"7,014 ",307 ,0 ,0 ,0 ,"2,153,300 ","402,800 ","10,100 ","1,740,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,665,000 ",77.32 ,"488,300 ",22.68 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-18,토,1개,"2,425,400 ","46,600 ","2,378,800 ","2,163,033 ","215,767 ",324 ,"7,342 ",324 ,"7,342 ",324 ,0 ,0 ,0 ,"2,378,800 ","579,000 ","36,900 ","1,762,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,958,200 ",82.32 ,"420,600 ",17.68 ,0 ,0.00 ,0 ,"46,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-19,일,1개,"2,283,300 ",0 ,"2,283,300 ","2,076,188 ","207,112 ",308 ,"7,413 ",308 ,"7,413 ",308 ,0 ,0 ,0 ,"2,283,300 ","479,300 ","9,500 ","1,794,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,849,600 ",81.01 ,"433,700 ",18.99 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-20,월,1개,"1,923,200 ",0 ,"1,923,200 ","1,748,793 ","174,407 ",292 ,"6,586 ",292 ,"6,586 ",292 ,0 ,0 ,0 ,"1,923,200 ","489,800 ","12,200 ","1,421,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,544,600 ",80.31 ,"378,600 ",19.69 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-21,화,1개,"2,137,400 ","53,800 ","2,083,600 ","1,894,598 ","189,002 ",301 ,"6,922 ",301 ,"6,922 ",301 ,0 ,0 ,0 ,"2,083,600 ","487,600 ","5,000 ","1,591,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,521,500 ",73.02 ,"562,100 ",26.98 ,0 ,0.00 ,0 ,"53,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-22,수,1개,"2,256,200 ","15,200 ","2,241,000 ","2,037,735 ","203,265 ",323 ,"6,938 ",323 ,"6,938 ",323 ,0 ,0 ,0 ,"2,241,000 ","611,600 ","30,900 ","1,598,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,691,000 ",75.46 ,"550,000 ",24.54 ,0 ,0.00 ,0 ,"15,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-23,목,1개,"2,038,600 ","15,600 ","2,023,000 ","1,839,520 ","183,480 ",299 ,"6,766 ",299 ,"6,766 ",299 ,0 ,0 ,0 ,"2,023,000 ","400,500 ","40,600 ","1,581,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,526,900 ",75.48 ,"496,100 ",24.52 ,0 ,0.00 ,0 ,"15,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-24,금,1개,"2,258,100 ",0 ,"2,258,100 ","2,053,291 ","204,809 ",307 ,"7,355 ",307 ,"7,355 ",307 ,0 ,0 ,0 ,"2,258,100 ","391,400 ","6,500 ","1,860,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,826,000 ",80.86 ,"432,100 ",19.14 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-25,토,1개,"2,240,500 ","28,500 ","2,212,000 ","2,011,364 ","200,636 ",307 ,"7,205 ",307 ,"7,205 ",307 ,0 ,0 ,0 ,"2,212,000 ","568,000 ","28,400 ","1,615,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,866,400 ",84.38 ,"345,600 ",15.62 ,0 ,0.00 ,0 ,"28,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-26,일,1개,"2,561,100 ","15,600 ","2,545,500 ","2,314,611 ","230,889 ",329 ,"7,737 ",329 ,"7,737 ",329 ,0 ,0 ,0 ,"2,545,500 ","526,600 ","17,200 ","2,001,700 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,069,900 ",81.32 ,"475,600 ",18.68 ,0 ,0.00 ,0 ,"15,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-27,월,1개,"1,974,700 ",0 ,"1,974,700 ","1,795,647 ","179,053 ",302 ,"6,539 ",302 ,"6,539 ",302 ,0 ,0 ,0 ,"1,974,700 ","434,000 ",0 ,"1,540,700 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,609,200 ",81.49 ,"365,500 ",18.51 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-28,화,1개,"2,234,100 ","30,300 ","2,203,800 ","2,003,926 ","199,874 ",317 ,"6,952 ",317 ,"6,952 ",317 ,0 ,0 ,0 ,"2,203,800 ","445,800 ","12,200 ","1,745,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,700,000 ",77.14 ,"503,800 ",22.86 ,0 ,0.00 ,0 ,"30,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-29,수,1개,"2,141,800 ",0 ,"2,141,800 ","1,947,543 ","194,257 ",308 ,"6,954 ",308 ,"6,954 ",308 ,0 ,0 ,0 ,"2,141,800 ","512,500 ","17,700 ","1,611,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,636,000 ",76.38 ,"505,800 ",23.62 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-11-30,목,1개,"1,992,900 ","35,300 ","1,957,600 ","1,780,006 ","177,594 ",271 ,"7,224 ",271 ,"7,224 ",271 ,0 ,0 ,0 ,"1,957,600 ","468,200 ","5,000 ","1,484,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,477,400 ",75.47 ,"480,200 ",24.53 ,0 ,0.00 ,0 ,"35,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-01,금,1개,"2,166,400 ","37,800 ","2,128,600 ","1,935,514 ","193,086 ",284 ,"7,495 ",284 ,"7,495 ",284 ,0 ,0 ,0 ,"2,128,600 ","304,200 ","15,500 ","1,808,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,716,800 ",80.65 ,"411,800 ",19.35 ,0 ,0.00 ,0 ,"37,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-02,토,1개,"2,345,700 ","50,700 ","2,295,000 ","2,086,811 ","208,189 ",302 ,"7,599 ",302 ,"7,599 ",302 ,0 ,0 ,0 ,"2,295,000 ","544,200 ","3,000 ","1,747,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,990,000 ",86.71 ,"305,000 ",13.29 ,0 ,0.00 ,0 ,"50,700 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-03,일,1개,"2,301,200 ",0 ,"2,301,200 ","2,092,432 ","208,768 ",291 ,"7,908 ",291 ,"7,908 ",291 ,0 ,0 ,0 ,"2,301,200 ","609,800 ","51,300 ","1,640,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,944,600 ",84.50 ,"356,600 ",15.50 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-04,월,1개,"1,719,500 ","31,000 ","1,688,500 ","1,535,345 ","153,155 ",251 ,"6,727 ",251 ,"6,727 ",251 ,0 ,0 ,0 ,"1,688,500 ","340,500 ","6,500 ","1,341,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,316,600 ",77.97 ,"371,900 ",22.03 ,0 ,0.00 ,0 ,"31,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-05,화,1개,"2,005,800 ","15,100 ","1,990,700 ","1,810,166 ","180,534 ",291 ,"6,841 ",291 ,"6,841 ",291 ,0 ,0 ,0 ,"1,990,700 ","433,600 ","11,000 ","1,546,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,543,400 ",77.53 ,"447,300 ",22.47 ,0 ,0.00 ,0 ,"15,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-06,수,1개,"2,209,500 ",0 ,"2,209,500 ","2,009,024 ","200,476 ",303 ,"7,292 ",303 ,"7,292 ",303 ,0 ,0 ,0 ,"2,209,500 ","459,600 ",0 ,"1,749,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,581,500 ",71.58 ,"628,000 ",28.42 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-07,목,1개,"2,118,400 ",0 ,"2,118,400 ","1,926,302 ","192,098 ",323 ,"6,559 ",323 ,"6,559 ",323 ,0 ,0 ,0 ,"2,118,400 ","473,500 ","14,000 ","1,630,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,647,900 ",77.79 ,"470,500 ",22.21 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-08,금,1개,"2,133,400 ",0 ,"2,133,400 ","1,939,860 ","193,540 ",298 ,"7,159 ",298 ,"7,159 ",298 ,0 ,0 ,0 ,"2,133,400 ","508,200 ","12,100 ","1,613,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,638,500 ",76.80 ,"494,900 ",23.20 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-09,토,1개,"2,800,900 ","31,400 ","2,769,500 ","2,518,274 ","251,226 ",348 ,"7,958 ",348 ,"7,958 ",348 ,0 ,0 ,0 ,"2,769,500 ","709,800 ","9,500 ","2,050,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,293,500 ",82.81 ,"476,000 ",17.19 ,0 ,0.00 ,0 ,"31,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-10,일,1개,"2,319,300 ",0 ,"2,319,300 ","2,108,942 ","210,358 ",302 ,"7,680 ",302 ,"7,680 ",302 ,0 ,0 ,0 ,"2,319,300 ","553,000 ","10,100 ","1,756,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,880,100 ",81.06 ,"439,200 ",18.94 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-11,월,1개,"1,891,100 ",0 ,"1,891,100 ","1,719,602 ","171,498 ",270 ,"7,004 ",270 ,"7,004 ",270 ,0 ,0 ,0 ,"1,891,100 ","374,700 ","17,900 ","1,498,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,532,500 ",81.04 ,"358,600 ",18.96 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-12,화,1개,"2,340,000 ",0 ,"2,340,000 ","2,127,766 ","212,234 ",340 ,"6,882 ",340 ,"6,882 ",340 ,0 ,0 ,0 ,"2,340,000 ","579,000 ","22,000 ","1,739,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,750,800 ",74.82 ,"589,200 ",25.18 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-13,수,1개,"2,333,300 ","31,000 ","2,302,300 ","2,093,500 ","208,800 ",336 ,"6,852 ",336 ,"6,852 ",336 ,0 ,0 ,0 ,"2,302,300 ","512,700 ","18,700 ","1,770,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,774,800 ",77.09 ,"527,500 ",22.91 ,0 ,0.00 ,0 ,"31,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-14,목,1개,"2,111,200 ",0 ,"2,111,200 ","1,919,681 ","191,519 ",289 ,"7,305 ",289 ,"7,305 ",289 ,0 ,0 ,0 ,"2,111,200 ","367,300 ",0 ,"1,743,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,598,600 ",75.72 ,"512,600 ",24.28 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-15,금,1개,"2,216,800 ",0 ,"2,216,800 ","2,015,720 ","201,080 ",317 ,"6,993 ",317 ,"6,993 ",317 ,0 ,0 ,0 ,"2,216,800 ","455,100 ",0 ,"1,761,700 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,741,400 ",78.55 ,"475,400 ",21.45 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-16,토,1개,"2,291,500 ","15,800 ","2,275,700 ","2,069,313 ","206,387 ",314 ,"7,247 ",314 ,"7,247 ",314 ,0 ,0 ,0 ,"2,275,700 ","558,100 ","30,700 ","1,686,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,924,600 ",84.57 ,"351,100 ",15.43 ,0 ,0.00 ,0 ,"15,800 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-17,일,1개,"2,272,000 ",0 ,"2,272,000 ","2,065,949 ","206,051 ",320 ,"7,100 ",320 ,"7,100 ",320 ,0 ,0 ,0 ,"2,272,000 ","449,400 ","21,100 ","1,801,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,003,600 ",88.19 ,"268,400 ",11.81 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-18,월,1개,"2,187,300 ",0 ,"2,187,300 ","1,988,918 ","198,382 ",314 ,"6,966 ",314 ,"6,966 ",314 ,0 ,0 ,0 ,"2,187,300 ","527,700 ","23,500 ","1,636,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,726,200 ",78.92 ,"461,100 ",21.08 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-19,화,1개,"2,252,100 ",0 ,"2,252,100 ","2,047,784 ","204,316 ",325 ,"6,930 ",325 ,"6,930 ",325 ,0 ,0 ,0 ,"2,252,100 ","535,300 ","9,500 ","1,707,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,785,800 ",79.29 ,"466,300 ",20.71 ,0 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-20,수,1개,"2,160,800 ","15,100 ","2,145,700 ","1,951,071 ","194,629 ",304 ,"7,058 ",304 ,"7,058 ",304 ,0 ,0 ,0 ,"2,145,700 ","410,800 ","11,600 ","1,723,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,598,000 ",74.47 ,"547,700 ",25.53 ,0 ,0.00 ,0 ,"15,100 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-21,목,1개,"1,918,700 ",700 ,"1,918,000 ","1,744,062 ","173,938 ",289 ,"6,637 ",289 ,"6,637 ",289 ,0 ,0 ,0 ,"1,918,000 ","385,800 ",0 ,"1,532,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,539,100 ",80.25 ,"378,900 ",19.75 ,0 ,0.00 ,0 ,700 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2017-12-22,금,1개,"2,164,700 ","38,000 ","2,126,700 ","1,933,816 ","192,884 ",302 ,"7,042 ",302 ,"7,042 ",302 ,0 ,0 ,0 ,"2,126,700 ","516,100 ","13,000 ","1,597,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,733,800 ",81.53 ,"392,900 ",18.47 ,0 ,0.00 ,0 ,"38,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
